title,id
Wikipedia:Requests for adminship/CactusWriter,22911166
Wikipedia:Requested articles/Business and economics,2575044
Wikipedia:Templates for deletion/Log/2008 October 22,19881338
Wikipedia:Reference desk/Miscellaneous,40297
Wikipedia:WikiProject The Simpsons,2614450
Wikipedia:DONUTS,9083553
Wikipedia:Requests for arbitration/Eastern European disputes/Workshop,19095140
Wikipedia:Articles for deletion/Old,607879
Wikipedia:Articles for deletion/The Suburbs (Online series),19179421
Wikipedia:Articles for deletion/Ryoga's Sense of Direction,2077534
Wikipedia:Files for deletion/2008 March 31,16684649
Wikipedia:Reference desk/Science,2535910
Wikipedia:WikiProject Lithuania,6226429
Wikipedia:Mediation Cabal/Cases/2009-02/Wikipedia:Non-free content/RFC on use of sports team logos,21409169
Wikipedia:Administrators' noticeboard/Incidents,5137507
Wikipedia:Reference desk/Science,2535910
Wikipedia:Reference desk/Science,2535910
Wikipedia:WikiProject Deletion sorting/Ireland,2451701
Wikipedia:Requests for adminship/L07ChLeo3,21864489
Wikipedia:Templates for deletion/Log/2006 May 31,5342281
Wikipedia:Reference desk/Science,2535910
Wikipedia:BAG/Status,10092594
Wikipedia:Categories for deletion/Log/2005 May 24,1931184
Wikipedia:WikiProject Spam/LinkReports/classiccat.net,21547547
"Wikipedia:WikiProject Spam/COIReports/2007, Aug 15",12773670
Wikipedia:WikiProject Spam/LinkReports,16927404
Wikipedia:WikiProject Spam/LinkReports,16927404
Wikipedia:WikiProject Spam/LinkReports,16927404
Wikipedia:WikiProject Spam/LinkReports,16927404
"Wikipedia:WikiProject Spam/COIReports/2007, Jun 4",11579038
Wikipedia:WikiProject Spam/LinkReports,16927404
Wikipedia:WikiProject Spam/LinkReports,16927404
Wikipedia:WikiProject Spam/LinkReports,16927404
Wikipedia:WikiProject Spam/LinkReports,16927404
Wikipedia:WikiProject Spam/LinkReports,16927404
Wikipedia:Articles for deletion/Alessandro Power,1838627
Wikipedia:Requests for adminship/Dagadt,14863226
Wikipedia:Featured picture candidates/City of London skyline,19756253
Wikipedia:Reference desk/Humanities,2535875
Wikipedia:Reference desk/Science,2535910
Wikipedia:Articles for deletion/Commandate of Samana Cay,22621047
Wikipedia:Reference desk/Miscellaneous,40297
Wikipedia:Templates for deletion/Log/2009 September 8,24264943
Wikipedia:WikiProject Webcomics/Good,2727029
Wikipedia:Copyright problems/2005 December 7,3343697
Wikipedia:Awareness statistics,276369
Wikipedia:Administrator intervention against vandalism,1952670
Wikipedia:List of wikipedia-related insults,14772892
Wikipedia:Requests for page protection,352651
Wikipedia:Articles for deletion/Speakersneakers,5750770
Wikipedia:Graphic Lab/Illustration workshop,8342011
Wikipedia:Reliable sources/Noticeboard,11424955
Wikipedia:WikiProject Scouting,3772830
Wikipedia:Bureaucrats' noticeboard/RfB Report,15999160
Wikipedia:WikiProject Spiders/Missing articles,6119685
Wikipedia:Reference desk/Science,2535910
Wikipedia:Votes for deletion/Soloflex,1243770
Wikipedia:Articles for deletion/Pet Expo 2007,13381291
Wikipedia:Reference desk/Humanities,2535875
Wikipedia:Articles for deletion/TCExam,17186938
Wikipedia:Reference desk/Language,2515121
Wikipedia:Requests for adminship/Timmeh 3,24489554
Wikipedia:WikiProject Education in Canada/Archive1,2980838
Wikipedia:Administrators' noticeboard/Incidents,5137507
Wikipedia:Requests for adminship/Swatjester,4836931
Wikipedia:Changing username/Archive29,12807819
Wikipedia:Requests for page protection,352651
Wikipedia:Articles for deletion/TimeTrex,12004990
Wikipedia:Sandbox,16283969
Wikipedia:Mediation Committee/Nominations/Cocoaguy,8630068
Wikipedia:Graphic Lab/Illustration workshop,8342011
Wikipedia:Templates for deletion/Log/2007 February 21,9617940
Wikipedia:WikiProject Laundromat,5773438
Wikipedia:Village pump (policy),986140
Wikipedia:Articles for deletion/Kara Borden,3177314
Wikipedia:Administrator intervention against vandalism,1952670
Wikipedia:Articles for deletion/The Big Bang (TV series),13270218
Wikipedia:Canadian Wikipedians' notice board,1032584
Wikipedia:Files for deletion/2007 June 28,11984145
Wikipedia:Articles for deletion/Holy bibble,2711782
Wikipedia:Civility/Poll,23427424
Wikipedia:Articles for deletion/Robert Turkel,7796180
Wikipedia:Articles for deletion/The bonez,2209082
Wikipedia:WikiProject Military history/Assessment/Drive/17,12228358
Wikipedia:Peer review/Adam Levine/archive1,22173300
Wikipedia:Articles for deletion/Sigint (MGS:3),2086692
Wikipedia:Votes for deletion/Higgins,866848
Wikipedia:Usernames for administrator attention,11022716
Wikipedia:Requests for adminship/Shalom,14186000
Wikipedia:Articles for deletion/Alive Bible Club,13657300
Wikipedia:Articles for deletion/TSTL,21212908
Wikipedia:WikiProject Deletion sorting/Software,6533934
Wikipedia:Articles for deletion/List of Pokémon by species,5960395
Wikipedia:Featured article candidates/The Final Cut (album)/archive1,24746875
Wikipedia:Requests for checkuser/Case/Inetpup,10632520
Wikipedia:Featured topic candidates,2437823
Wikipedia:Administrators' noticeboard/Edit warring,3741656
Wikipedia:Templates for deletion/Log/2007 January 4,8744578
Wikipedia:Birthday Committee/Calendar/March/12,14838344
Wikipedia:Requests for adminship/Itsmejudith,20907339
Wikipedia:Version 1.0 Editorial Team/University of Virginia articles by quality log,7835206
Wikipedia:Version 1.0 Editorial Team/Military history articles by quality/58,7528757
Wikipedia:Version 1.0 Editorial Team/Album articles by quality,6424799
Wikipedia:Version 1.0 Editorial Team/Bible articles by quality log,8583005
Wikipedia:Version 1.0 Editorial Team/Bird articles by quality statistics,6549067
Wikipedia:Version 1.0 Editorial Team/Oklahoma articles by quality/2,7217728
Wikipedia:Version 1.0 Editorial Team/Professional wrestling articles by quality statistics,7529014
Wikipedia:Reference desk/Mathematics,3271152
Wikipedia:Administrators' noticeboard/Archive144,17352849
Wikipedia:Files for deletion/2006 September 17,7024305
Wikipedia:Requests for comment/History and geography,2397898
Wikipedia:Articles for deletion/Online car shopping,18076527
Wikipedia:Coordination/noticeboards,23326694
Wikipedia:Requests for comment/Wikipedia style and naming,2427796
Wikipedia:Requests for arbitration/Giano/Proposed decision,7140516
Wikipedia:Open proxy detection,12056747
Wikipedia:Templates for deletion/Log/2009 July 29,23780840
Wikipedia:Administrator intervention against vandalism,1952670
Wikipedia:Articles for deletion/National Feminism Political Party of the United States of America,8127995
Wikipedia:Articles for deletion/Tim Towers,11688292
Wikipedia:Requests for adminship/SatyrTN,14460158
Wikipedia:Bots/Requests for approval,4380086
Wikipedia:Administrators' noticeboard/Incidents,5137507
Wikipedia:Articles for deletion/Claudia Ellquist (1st nomination),3362352
Wikipedia:Articles for deletion/The Ross Singers,18599295
Wikipedia:Articles for deletion/Tibia (computer game) (2nd nomination),10702118
Wikipedia:Requests for adminship/Daniel Olsen 2,7673146
Wikipedia:Bots/Requests for approval/DASHBot 5,25577831
Wikipedia:Today's featured article/requests,5278956
Wikipedia:Articles for deletion/Log/2007 October 7,13596200
Wikipedia:Reference desk/Humanities,2535875
Wikipedia:Templates for discussion,895730
Wikipedia:Administrator intervention against vandalism,1952670
Wikipedia:Administrators' noticeboard/Edit warring,3741656
Wikipedia:Requests for page protection,352651
Wikipedia:Articles for deletion/Cognitive-Theoretic Model of the Universe,5963105
Wikipedia:Peer review/Edward VIII of the United Kingdom/archive1,9345339
Wikipedia:AutoWikiBrowser/Typos,6311206
Wikipedia:Reference desk/Humanities,2535875
Wikipedia:List of Wikipedians by number of DYKs,11202520
"Wikipedia:Votes for deletion/""Alfredo Guitron""",1832384
Wikipedia:OPTOUT/Long Term Straw Poll,17226604
Wikipedia:Introduction,1226609
Wikipedia:Mediation Cabal/Cases/2009-11-16/The Founding of a Republic,25109161
Wikipedia:Administrators' noticeboard/Incidents,5137507
Wikipedia:Requests for adminship/Ottava Rima,22231848
Wikipedia:Featured article candidates/USS Iowa turret explosion,20833544
Wikipedia:Good article reassessment/Attachment therapy/1,19897920
Wikipedia:Articles for deletion/Elliottism,7060760
Wikipedia:Be bold,21438480
Wikipedia:Featured article review/Restoration literature/archive1,9342105
Wikipedia:Articles for creation/2006-12-24,8555072
Wikipedia:WikiProject Middle-earth,3228682
Wikipedia:Reference desk/Science,2535910
Wikipedia:Requests for adminship/Chzz,24795486
Wikipedia:Administrators' noticeboard/Incidents,5137507
Wikipedia:Categories for deletion/Log/2006 July 13,5913421
Wikipedia:Reference desk/Humanities,2535875
Wikipedia:Main Page alternative (misty breeze),3963678
Wikipedia:Help desk,564696
Wikipedia:Sandbox,16283969
Wikipedia:Administrators' noticeboard/Edit warring,3741656
Wikipedia:WikiProject PlayStation/Members,13100950
Wikipedia:Administrators' noticeboard/Edit warring,3741656
Wikipedia:Articles for deletion/The Kamille Project Exchange,18602600
Wikipedia:Miscellany for deletion,7726456
Wikipedia:Articles for deletion/Hassan Kamel Al-Sabbah,7728225
Wikipedia:WikiProject Jackass,9789156
Wikipedia:Categories for discussion/Log/2007 October 29,13491840
Wikipedia:Third opinion,1545030
Wikipedia:Articles for deletion/Phil Brown (Nepean),4581834
Wikipedia:WikiProject History of Science,3730309
Wikipedia:Redirects for discussion,375972
Wikipedia:Criteria for speedy deletion/Proposal/Z,2173641
Wikipedia:Fringe theories/Noticeboard,12106325
Wikipedia:Articles for deletion/Animals in The Legend of Zelda series,9206977
Wikipedia:Featured article candidates/Chrono Trigger,6066677
Wikipedia:New contributors' help page,374797
Wikipedia:Village pump (technical),3252662
Wikipedia:Articles for deletion/Food court,18270023
Wikipedia:Featured article candidates/Firefly (TV series),7753222
Wikipedia:Bureaucrats' noticeboard/RfA Report,5419515
Wikipedia:Bureaucrats' noticeboard/RfA Report,5419515
Wikipedia:Articles for deletion/Log/2007 December 28,14897633
Wikipedia:Articles for deletion/Tim Kevan,7091089
Wikipedia:Lists of common misspellings,113310
Wikipedia:Articles for deletion/Log/2007 December 2,14504799
Wikipedia:WikiProject Australia/Participants,5837559
Wikipedia:Articles for deletion/Jagernaut,25443935
Wikipedia:Requests for adminship,2609425
Wikipedia:Mediation Cabal/Cases/2007-09-11 Falkland Islands/Mediation,13244826
Wikipedia:Wikifun/Round 5/Answers/Question 3,1605178
Wikipedia:Files for deletion/2008 December 10,20618296
Wikipedia:Articles for deletion/Brad Hines,7734188
Wikipedia:Articles for deletion/American-Born Confused Desi,17245979
Wikipedia:Redirects for discussion/Log/2007 June 5,11601963
Wikipedia:Help desk,564696
Wikipedia:Conflict of interest/Noticeboard,8634849
Wikipedia:Articles for deletion/Austin St. John (2nd nomination),9790530
Wikipedia:Redirects for discussion/Log/2009 February 20,21615766
Wikipedia:Reference desk/Mathematics,3271152
Wikipedia:Articles for deletion/Shelby County Republican Party,22978285
Wikipedia:Articles for deletion/Alexis Grace,21678994
Wikipedia:Sandbox/Archive,2189161
Wikipedia:WikiProject The Beatles/Outreach/Newsletter/Issue 007,7280485
Wikipedia:Centralized discussion/Image placeholders,16874861
Wikipedia:Requests for comment/ArmchairVexillologistDon,2820609
Wikipedia:Requests for checkuser/Pending,7977227
Wikipedia:Requests for adminship/Undead warrior 3,20693746
Wikipedia:Articles for deletion/FluidVM,24136027
Wikipedia:Articles for deletion/List of similar mythological figures,5868451
Wikipedia:Articles for deletion/Log/2007 April 16,10689836
Wikipedia:Administrator intervention against vandalism/TB2,4626266
Wikipedia:Articles for deletion/Devils Bridge (film),24008819
Wikipedia:Administrators' noticeboard/Incidents,5137507
Wikipedia:Reliable sources/Noticeboard,11424955
Wikipedia:Articles for deletion/Yorkshire Accordion & Music Festival,6443137
Wikipedia:Requests for adminship/MER-C 2,9286183
Wikipedia:WikiProject on open proxies/Alerts,24874189
Wikipedia:Biographies of living persons/Noticeboard,6768170
Wikipedia:Articles for deletion/Shreedhar Swami Maharaj,18631380
Wikipedia:What does 'per' mean?,6915222
Wikipedia:WikiProject AFL/Quiz,5651909
Wikipedia:Peer review/1970 Tonghai earthquake/archive1,20878113
Wikipedia:WikiProject Musical Theatre/Red Links,5754940
Wikipedia:Requests for comment/User names,2551072
Wikipedia:Articles for deletion/Rebecca S. Snyder (2nd nomination),21878390
Wikipedia:Arbitration/Requests,438960
Wikipedia:Administrator intervention against vandalism,1952670
Wikipedia:Sandbox,16283969
Wikipedia:Tutorial (Editing)/sandbox,11005908
Wikipedia:Sandbox,16283969
Wikipedia:Articles for deletion/Tiffany Teen,7362567
Wikipedia:Articles for deletion/TES-forum,4688217
Wikipedia:Help desk,564696
Wikipedia:WikiProject Military history/Members/User WPMILHIST Nordic military history task force,9620027
Wikipedia:Articles for deletion/MES Pattambi,22314935
Wikipedia:Copyright problems/2006 June 4/Images,5412744
Wikipedia:Administrators' noticeboard/Edit warring,3741656
Wikipedia:Articles for deletion/Hindutva pseudoscience,10243655
Wikipedia:Articles for deletion/Drew Adamzyk,9328309
Wikipedia:IRC/Cloaks,577796
Wikipedia:Featured article candidates/Angkor Wat,2310291
Wikipedia:Articles for deletion/Life without a reason...,5133933
Wikipedia:Reference desk/Miscellaneous,40297
Wikipedia:Articles for deletion/TGA or Terrible Golf Association,22160272
Wikipedia:WikiProject Canadian football/Assessment,23606836
Wikipedia:Sandbox,16283969
Wikipedia:Cleanup,575321
Wikipedia:Articles for deletion/List of publications by Robert Cialdini,17104313
Wikipedia:Categories for discussion/Log/2007 February 1,9113243
Wikipedia:Reliable sources/Noticeboard,11424955
Wikipedia:WikiProject The Simpsons/Example generated lists/S02,8407832
Wikipedia:Redirects for discussion,375972
Wikipedia:Templates for deletion/Log/2007 August 13,12743776
Wikipedia:Articles for deletion/Muck Sticky,25686355
Wikipedia:Recent additions 99,7917369
Wikipedia:Articles for deletion/Water Sword,9526567
Wikipedia:Notability (albums),7924703
Wikipedia:WikiProject Greater Manchester/Templates,9700157
Wikipedia:Articles for deletion/TechExcel Software,24595326
Wikipedia:Articles for deletion/Herresta,21869754
Wikipedia:Reference desk/Science,2535910
Wikipedia:Articles for deletion/Leadership University (web portal),21544070
Wikipedia:Articles for deletion/Patriots (Metal Gear) (2nd nomination),9349891
Wikipedia:Reference desk/Science,2535910
Wikipedia:WikiProject Deletion sorting/Academics and educators,2420864
Wikipedia:WikiProject Deletion sorting/Internet,2429312
Wikipedia:WikiProject Deletion sorting/Australia,2451344
Wikipedia:Articles for deletion/National Day of Slayer,5344890
Wikipedia:Administrator intervention against vandalism,1952670
Wikipedia:Administrators' noticeboard/Incidents,5137507
Wikipedia:Version 1.0 Editorial Team/Colorado articles by quality/5,18661922
Wikipedia:Version 1.0 Editorial Team/Poland-related articles by quality/7,15143729
Wikipedia:Version 1.0 Editorial Team/Massachusetts articles by quality/8,18409680
Wikipedia:Version 1.0 Editorial Team/Romani people articles by quality,11913578
Wikipedia:Version 1.0 Editorial Team/Alabama articles by quality/12,13974973
Wikipedia:Version 1.0 Editorial Team/South Australia articles by quality/1,15689330
Wikipedia:Version 1.0 Editorial Team/Taiwanese military history articles by quality,13146866
Wikipedia:Version 1.0 Editorial Team/Logic articles by quality statistics,12287265
Wikipedia:Version 1.0 Editorial Team/Biography (arts and entertainment) articles by quality/36,10616858
Wikipedia:Version 1.0 Editorial Team/Album articles by quality/95,9049293
Wikipedia:Version 1.0 Editorial Team/Palestine-related articles by quality log,11106233
Wikipedia:Version 1.0 Editorial Team/U.S. road transport articles by quality,6794372
Wikipedia:Version 1.0 Editorial Team/United States military history articles by quality log,8819092
Wikipedia:Version 1.0 Editorial Team/Philosophy articles by quality/2,9745476
Wikipedia:Version 1.0 Editorial Team/Medieval warfare articles by quality log,8811855
Wikipedia:Version 1.0 Editorial Team/Baseball player articles by quality/14,22677594
Wikipedia:Version 1.0 Editorial Team/Banksia articles by quality log,5888446
Wikipedia:Version 1.0 Editorial Team/Connecticut road transport articles by quality,14283460
Wikipedia:Version 1.0 Editorial Team/Biography (politics and government) articles by quality/122,12662074
Wikipedia:Version 1.0 Editorial Team/Biography articles by quality/945,13368515
Wikipedia:Version 1.0 Editorial Team/Germany articles by quality/93,22306838
Wikipedia:Version 1.0 Editorial Team/Spanish military history articles by quality log,9871244
Wikipedia:Version 1.0 Editorial Team/Punk music articles by quality log,19978823
Wikipedia:Version 1.0 Editorial Team/Biography (politics and government) articles by quality/83,9140075
Wikipedia:Version 1.0 Editorial Team/Australia articles by quality/66,10867499
Wikipedia:Version 1.0 Editorial Team/Military history articles by quality/37,6698166
Wikipedia:Version 1.0 Editorial Team/Anime and manga articles by quality/7,5888341
Wikipedia:Version 1.0 Editorial Team/Australia articles by quality/66,10867499
Wikipedia:Version 1.0 Editorial Team/World War II articles by quality/15,13564216
Wikipedia:Version 1.0 Editorial Team/Football articles by quality/110,18101548
Wikipedia:Version 1.0 Editorial Team/Album articles by quality/53,6651205
Wikipedia:Version 1.0 Editorial Team/Mars articles by quality log,10058815
Wikipedia:Version 1.0 Editorial Team/Film articles by quality/88,14199070
Wikipedia:Version 1.0 Editorial Team/Canada-related articles by quality statistics,7980765
Wikipedia:Version 1.0 Editorial Team/Benin articles by quality,15330327
Wikipedia:Version 1.0 Editorial Team/The Who articles by quality,13318473
Wikipedia:Version 1.0 Editorial Team/Holby articles by quality,14555825
Wikipedia:Version 1.0 Editorial Team/Australia articles by quality/23,7281750
Wikipedia:Version 1.0 Editorial Team/Australia articles by quality/43,8999059
Wikipedia:Version 1.0 Editorial Team/Biography (sports and games) articles by quality/132,10884441
Wikipedia:Version 1.0 Editorial Team/British military history articles by quality/23,17283570
Wikipedia:Version 1.0 Editorial Team/Australian places articles by quality statistics,10119153
Wikipedia:Version 1.0 Editorial Team/Missouri articles by quality/4,9057600
Wikipedia:Version 1.0 Editorial Team/Album articles by quality/133,11116252
Wikipedia:Version 1.0 Editorial Team/Biography articles by quality/435,10816132
Wikipedia:Version 1.0 Editorial Team/Holidays articles by quality log,8722042
Wikipedia:Version 1.0 Editorial Team/Biography (musicians) articles by quality/44,10766661
Wikipedia:Version 1.0 Editorial Team/Chicago articles by quality statistics,10662485
Wikipedia:Version 1.0 Editorial Team/Mathematics articles by quality statistics,5582531
Wikipedia:Version 1.0 Editorial Team/Television articles by quality/6,8792063
Wikipedia:Version 1.0 Editorial Team/Nevada articles by quality log,10707927
Wikipedia:Version 1.0 Editorial Team/Latter Day Saint movement articles by quality,8568255
Wikipedia:Version 1.0 Editorial Team/Rail transport articles by quality/52,18508636
Wikipedia:Version 1.0 Editorial Team/Scottish Islands articles by quality/3,13894247
Wikipedia:Version 1.0 Editorial Team/Protected areas of India articles by quality statistics,9509416
Wikipedia:Version 1.0 Editorial Team/Awards articles by quality/2,20909330
Wikipedia:Version 1.0 Editorial Team/R&B and Soul Music articles by quality log,12036028
Wikipedia:Version 1.0 Editorial Team/Television articles by quality/27,18078914
Wikipedia:Version 1.0 Editorial Team/University of California articles by quality statistics,14428645
Wikipedia:Version 1.0 Editorial Team/Album articles by quality/27,6450295
Wikipedia:Version 1.0 Editorial Team/Western Australia articles by quality/8,18238405
Wikipedia:Version 1.0 Editorial Team/Finance articles by quality/1,20635971
Wikipedia:Version 1.0 Editorial Team/Wisconsin articles by quality/12,11421564
Wikipedia:Version 1.0 Editorial Team/Canada-related articles by quality/86,21800031
Wikipedia:Version 1.0 Editorial Team/Manipur articles by quality statistics,18064055
Wikipedia:Version 1.0 Editorial Team/England-related articles by quality/20,14194966
Wikipedia:Version 1.0 Editorial Team/France articles by quality/41,9248565
Wikipedia:Version 1.0 Editorial Team/Hip hop articles by quality log,8644211
Wikipedia:Version 1.0 Editorial Team/World War II articles by quality/11,8820467
Wikipedia:Version 1.0 Editorial Team/Spain articles by quality/36,13278603
Wikipedia:Version 1.0 Editorial Team/Chicago articles by quality/1,10771358
Wikipedia:Version 1.0 Editorial Team/Indian cinema articles by quality log,7450893
Wikipedia:Version 1.0 Editorial Team/WikiProject Schools articles by quality/8,9115640
Wikipedia:Version 1.0 Editorial Team/Walt Disney World articles by quality,14582623
Wikipedia:Version 1.0 Editorial Team/Anarchism articles by quality,14698895
Wikipedia:Version 1.0 Editorial Team/Italy articles by quality statistics,8005211
Wikipedia:Version 1.0 Editorial Team/Album articles by quality/127,10655364
Wikipedia:Version 1.0 Editorial Team/Biography (science and academia) articles by quality/46,12130122
Wikipedia:Administrator intervention against vandalism,1952670
Wikipedia:Administrator intervention against vandalism,1952670
Wikipedia:Articles for creation/2008-07-07,18321739
Wikipedia:Help desk,564696
Wikipedia:Requests for feedback,4441113
Wikipedia:Reference desk/Miscellaneous,40297
Wikipedia:Requested articles/Sports,369591
Wikipedia:WikiProject Red Link Recovery/Punctuation/17,12059428
Wikipedia:Computer help desk/cleanup/double redirects/20051009/4,2923268
Wikipedia:WikiProject Deletion sorting/Authors,2406110
Wikipedia:Articles for deletion/Log/2008 May 8,17314249
Wikipedia:Requests for arbitration/Badlydrawnjeff/Workshop,11507611
Wikipedia:Suspected sock puppets/DJDWIZ,8712755
Wikipedia:WikiProject Saints,697117
Wikipedia:WikiProject Montana/Articles,13683113
Wikipedia:Reference desk/Miscellaneous,40297
Wikipedia:Requests for adminship/Ironholds 4,25641810
Wikipedia:Cleanup,575321
Wikipedia:Administrators' noticeboard/Incidents,5137507
Wikipedia:Administrators' noticeboard/3RRArchive85,20353959
Wikipedia:Administrators' noticeboard/Incidents,5137507
Wikipedia:Village pump (proposals),3706897
Wikipedia:Administrators' noticeboard/Incidents,5137507
Wikipedia:WikiProject Films/Spotlight,8289874
Wikipedia:Requests for page protection,352651
Wikipedia:Village pump (proposals),3706897
Wikipedia:Village pump (proposals),3706897
Wikipedia:Requests for adminship/ChildofMidnight,22494299
Wikipedia:Articles for deletion/Sten Hostfalt,10965660
Wikipedia:Village pump (proposals),3706897
Wikipedia:Requested pictures/Technology,13720442
Wikipedia:Articles for deletion/Park Parade Shopping Centre,6579232
Wikipedia:Huggle/Users,16245704
Wikipedia:Articles for deletion/Albany Junior High School,13342691
Wikipedia:Administrator intervention against vandalism,1952670
Wikipedia:Articles for deletion/Wikigroaning,11860461
Wikipedia:Articles for deletion/Not For Your Ears,12101671
Wikipedia:WikiProject TypoScan,18663544
Wikipedia:Miscellany for deletion/User:Aminz,15620529
Wikipedia:Requests for adminship/MLauba,24630670
Wikipedia:Copyright problems/2007 March 2/Articles,9799092
Wikipedia:Articles for deletion/Cubus,22368075
Wikipedia:Deletion review/Log/2007 August 20,12845661
Wikipedia:Articles for deletion/Victor Drazen,19523634
Wikipedia:WikiProject Red Link Recovery/Capitalisation/6,2118375
Wikipedia:Sandbox/Archive2,15266318
Wikipedia:Fringe theories/Noticeboard,12106325
Wikipedia:Articles for deletion/Log/2005 April 26,1797135
Wikipedia:Introduction,1226609
Wikipedia:Articles for deletion/Anal Cunt,5173189
Wikipedia:Australian Collaboration of the Fortnight,1028602
Wikipedia:Miscellany for deletion/Wikipedia:Edits with silly edit summaries,6941970
Wikipedia:Requests for adminship/Future Perfect at Sunrise,7692775
Wikipedia:Featured article candidates/Calgary Hitmen,17525112
Wikipedia:Featured list candidates/List of IIHF World Under-20 Championship medalists,18130750
Wikipedia:Articles for deletion/Davey Andrews,8769621
Wikipedia:Redirects for discussion/Log/2009 March 29,22138689
Wikipedia:Good article nominations,3514978
Wikipedia:Articles for deletion/Wikicide,14710142
Wikipedia:Improve this article about Wikipedia,2716891
Wikipedia:Requests for page protection,352651
Wikipedia:Huggle/Whitelist,15448671
Wikipedia:Did you know/DYK hook count,20785911
Wikipedia:Administrator intervention against vandalism/TB2,4626266
Wikipedia:Reference desk/Humanities,2535875
Wikipedia:Administrators' noticeboard,5149102
Wikipedia:WikiProject Missing encyclopedic articles,2024403
Wikipedia:Administrators' noticeboard/Incidents,5137507
Wikipedia:WikiProject Deletion sorting/Israel,2590352
Wikipedia:Articles for deletion/Rayguns in fiction,12461592
Wikipedia:Featured article candidates/Turku/archive3,3696848
Wikipedia:Featured picture candidates/Crystal Mountains CA02 edit.jpg,8607789
Wikipedia:Requests for permissions/Rollback,18462781
Wikipedia:Reference desk/Miscellaneous,40297
Wikipedia:Media copyright questions,4520402
Wikipedia:WikiProject Saskatchewan/Templates,10762471
Wikipedia:Featured picture candidates/madonnasworld,6044375
Wikipedia:Reference desk/Science,2535910
Wikipedia:Reference desk/Science,2535910
Wikipedia:Notice board for Israel-related topics,1943547
Wikipedia:Administrators' noticeboard/Incidents,5137507
Wikipedia:Deletion review/Log/2007 February 7,9351082
Wikipedia:Articles for deletion/ShardsOfChaos,3976764
Wikipedia:Articles for deletion/Paul McLeod,3732243
Wikipedia:Articles for deletion/Nintendogs lists,5438056
Wikipedia:Articles for deletion/Adeptus Arbites,18932694
Wikipedia:Reference desk/Miscellaneous,40297
Wikipedia:News sources/Europe,1238043
Wikipedia:Requests for page protection,352651
Wikipedia:Categories for discussion/Log/2007 May 10,10974330
Wikipedia:WikiProject Albums/Incomplete infobox,623673
Wikipedia:Articles for deletion/American World University,1159757
Wikipedia:Introduction,1226609
Wikipedia:Suspected copyright violations,5964327
Wikipedia:Articles for deletion/Elliott Wald,24451643
Wikipedia:Categories for discussion/Log/2008 December 30,20500645
Wikipedia:Requests for checkuser/Case/Shuppiluliuma,10341136
Wikipedia:Reference desk/Science,2535910
Wikipedia:Articles for deletion/ProjectPier (2nd nomination),22569571
Wikipedia:Deletion review,13559784
Wikipedia:Requests for comment/Abu badali,8173526
Wikipedia:Administrator intervention against vandalism,1952670
Wikipedia:Administrators' noticeboard/Incidents,5137507
Wikipedia:Articles for deletion/One Minute,12473203
Wikipedia:Articles for deletion/Craniac,20170875
Wikipedia:Quebec Wikipedians' notice board/QWMG,1998476
Wikipedia:WikiProject Greater Manchester/Article alerts,21215495
Wikipedia:WikiProject Comics/Article alerts,19382504
Wikipedia:WikiProject Philosophy/Article alerts,22154858
Wikipedia:WikiProject Military history/Chinese military history task force/Article alerts,21646750
Wikipedia:Stub types for deletion,1946031
Wikipedia:Userboxes/Sports/US and Canadian,3259990
Wikipedia:Administrator intervention against vandalism,1952670
Wikipedia:Articles for deletion/Wescorp Energy Inc.,19584946
Wikipedia:Mediation Cabal/Cases/2007-06-15 Shoeless Joe Jackson,11782595
Wikipedia:WikiProject Outline of Knowledge/Drafts/Outline of human resource management,299415
Wikipedia:Articles for deletion/Battle Arena Toshinden 5,15094637
Wikipedia:Administrators' noticeboard/IncidentArchive5,1442452
Wikipedia:Featured article candidates,252388
Wikipedia:WikiProject Missing encyclopedic articles/DNB Epitome 15,22780404
Wikipedia:Sockpuppet investigations,18053857
Wikipedia:Administrator intervention against vandalism,1952670
Wikipedia:Articles for deletion/Log/2007 January 13,8878770
Wikipedia:Tutorial (Editing)/sandbox,11005908
Wikipedia:Files for deletion/2007 February 21,9618274
Wikipedia:Articles for deletion/Kevin Whitrick (2nd nomination),23594830
Wikipedia:Articles for deletion/Diederik Marius,4271800
Wikipedia:Tutorial (Editing)/sandbox,11005908
Wikipedia:WikiProject Olympics/Olympic conventions,4143805
Wikipedia:Administrator intervention against vandalism,1952670
Wikipedia:Administrator intervention against vandalism,1952670
Wikipedia:Administrator intervention against vandalism/TB2,4626266
Wikipedia:Administrator intervention against vandalism,1952670
Wikipedia:Administrator intervention against vandalism,1952670
Wikipedia:Administrator intervention against vandalism,1952670
Wikipedia:Usernames for administrator attention,11022716
Wikipedia:Reference desk/Miscellaneous,40297
Wikipedia:WikiProject New York City Public Transportation,1442487
Wikipedia:Articles for deletion/The Metaphysical,2037024
Wikipedia:Articles for deletion/Joseph Desmond,1799147
Wikipedia:Changing username,7535778
Wikipedia talk:WikiProject Beer,1638749
Wikipedia talk:Tutorial (Wikipedia links),1184836
Wikipedia talk:Articles for creation/Submissions/Moore,19578526
Wikipedia talk:Articles for creation/Submissions/Rockdale Magnet School for Science and Technology,21088343
Wikipedia talk:Arbitration Committee/Noticeboard,21090546
Wikipedia talk:Logos,371144
Wikipedia talk:Requests for comment/Advisory Council on Project Development,23572040
